"salhora","trabaja","genero","edad","buscat","tiene_hijos","nac","parado","RGIrecep","sitlab","prov"
0,0,"Mujer",20,0,0,"espanola",0,0,"inactivo","Bizkaia"
1.969697,1,"Hombre",61,0,0,"espanola",0,0,"indefinido","Bizkaia"
6.818182,1,"Hombre",31,0,0,"espanola",0,0,"indefinido","Bizkaia"
6.25,1,"Mujer",62,0,0,"espanola",0,0,"indefinido","Bizkaia"
6.818182,1,"Hombre",45,0,1,"espanola",0,0,"autonomo","Bizkaia"
11.363636,1,"Mujer",43,0,1,"espanola",0,0,"indefinido","Bizkaia"
5.681818,1,"Hombre",43,0,1,"espanola",0,0,"autonomo","Bizkaia"
15.909091,1,"Mujer",38,0,1,"espanola",0,0,"indefinido","Bizkaia"
7.9545455,1,"Mujer",55,0,1,"espanola",0,0,"indefinido","Bizkaia"
10.227273,1,"Hombre",54,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",20,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",60,0,1,"espanola",0,0,"inactivo","Bizkaia"
9.943182,1,"Mujer",56,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",19,0,0,"espanola",0,0,"inactivo","Bizkaia"
14.204545,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Bizkaia"
15.151515,1,"Mujer",44,0,1,"espanola",0,0,"indefinido","Bizkaia"
8.522727,1,"Hombre",45,0,1,"espanola",0,0,"autonomo","Bizkaia"
14.962122,1,"Mujer",44,0,1,"espanola",0,0,"indefinido","Bizkaia"
10.60606,1,"Hombre",51,0,1,"espanola",0,0,"autonomo","Bizkaia"
0,0,"Mujer",49,0,1,"espanola",0,0,"inactivo","Bizkaia"
5.681818,1,"Mujer",26,0,0,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",16,0,0,"espanola",0,0,"inactivo","Bizkaia"
19.886364,1,"Hombre",60,0,1,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Mujer",56,0,1,"espanola",0,0,"inactivo","Bizkaia"
10.227273,1,"Hombre",24,0,0,"espanola",0,0,"temporal","Bizkaia"
0,0,"Hombre",21,0,0,"espanola",0,0,"inactivo","Bizkaia"
9.7370758,1,"Mujer",42,0,1,"espanola",0,0,"indefinido","Bizkaia"
9.943182,1,"Hombre",50,1,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",47,1,1,"espanola",1,0,"inactivo","Bizkaia"
10.984848,1,"Hombre",47,0,1,"UE",0,0,"indefinido","Bizkaia"
0,0,"Mujer",45,0,1,"UE",0,0,"indefinido","Bizkaia"
0,0,"Mujer",21,0,0,"UE",0,0,"inactivo","Bizkaia"
0,0,"Hombre",16,0,0,"UE",0,0,"inactivo","Bizkaia"
21.915585,1,"Hombre",58,0,1,"espanola",0,0,"indefinido","Bizkaia"
5.7851238,1,"Mujer",52,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",22,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",19,0,0,"espanola",0,0,"inactivo","Bizkaia"
9.659091,1,"Hombre",47,0,0,"espanola",0,0,"autonomo","Bizkaia"
0,0,"Hombre",40,0,1,"extranjero",1,0,"inactivo","Bizkaia"
0,0,"Mujer",34,1,1,"extranjero",0,0,"inactivo","Bizkaia"
10.30303,1,"Hombre",41,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",36,1,1,"espanola",1,0,"inactivo","Bizkaia"
13.257576,1,"Hombre",41,0,1,"espanola",0,0,"indefinido","Bizkaia"
12.121212,1,"Mujer",38,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",40,1,0,"espanola",1,1,"inactivo","Bizkaia"
17.813269,1,"Hombre",58,0,0,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",56,0,0,"espanola",1,0,"inactivo","Bizkaia"
6.628788,1,"Hombre",40,0,1,"espanola",0,0,"indefinido","Bizkaia"
7.3863635,1,"Mujer",39,0,1,"espanola",0,0,"indefinido","Bizkaia"
8.617424,1,"Hombre",52,0,1,"espanola",0,0,"indefinido","Bizkaia"
6.0132575,1,"Mujer",47,0,1,"espanola",0,0,"temporal","Bizkaia"
10.511364,1,"Hombre",37,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",40,0,1,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Mujer",60,0,0,"espanola",0,0,"inactivo","Bizkaia"
5.0163798,1,"Hombre",61,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Mujer",60,0,0,"espanola",0,0,"inactivo","Bizkaia"
14.583333,1,"Hombre",41,0,1,"espanola",0,0,"indefinido","Bizkaia"
5.681818,1,"Mujer",37,0,1,"espanola",0,0,"indefinido","Bizkaia"
4.5454545,1,"Hombre",41,0,1,"espanola",0,0,"autonomo","Bizkaia"
0,0,"Mujer",42,1,1,"espanola",1,0,"inactivo","Bizkaia"
6.628788,1,"Hombre",52,0,1,"espanola",0,0,"autonomo","Bizkaia"
0,0,"Mujer",46,1,1,"espanola",1,0,"inactivo","Bizkaia"
11.363636,1,"Hombre",44,0,1,"espanola",0,0,"autonomo","Bizkaia"
13.774104,1,"Mujer",45,0,1,"espanola",0,0,"indefinido","Bizkaia"
13.636364,1,"Hombre",35,0,0,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",63,0,1,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",34,0,0,"espanola",1,0,"inactivo","Bizkaia"
0,0,"Hombre",60,0,1,"espanola",0,0,"inactivo","Bizkaia"
9.090909,1,"Mujer",54,0,1,"espanola",0,0,"indefinido","Bizkaia"
7.9545455,1,"Hombre",31,0,0,"espanola",0,0,"temporal","Bizkaia"
7.9545455,1,"Hombre",27,0,0,"espanola",0,0,"temporal","Bizkaia"
9.090909,1,"Mujer",46,0,0,"espanola",0,0,"indefinido","Bizkaia"
7.9545455,1,"Hombre",38,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",33,1,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",61,0,1,"espanola",1,0,"inactivo","Bizkaia"
5.1136365,1,"Mujer",58,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",20,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",58,0,1,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Mujer",58,0,1,"espanola",0,0,"inactivo","Bizkaia"
7.9545455,1,"Mujer",26,0,0,"espanola",0,0,"indefinido","Bizkaia"
19.886364,1,"Mujer",60,0,1,"espanola",0,0,"indefinido","Bizkaia"
8.522727,1,"Mujer",33,0,0,"espanola",0,0,"autonomo","Bizkaia"
0,0,"Hombre",24,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Mujer",61,0,0,"espanola",1,0,"inactivo","Bizkaia"
0,0,"Hombre",62,0,0,"espanola",1,0,"inactivo","Bizkaia"
9.943182,1,"Mujer",47,0,0,"espanola",0,0,"indefinido","Bizkaia"
6.818182,1,"Hombre",46,0,0,"espanola",0,0,"autonomo","Bizkaia"
13.257576,1,"Mujer",59,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",60,0,1,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",27,0,0,"espanola",0,0,"inactivo","Bizkaia"
10.511364,1,"Hombre",46,0,1,"espanola",0,0,"autonomo","Bizkaia"
0,0,"Mujer",46,1,1,"espanola",1,0,"inactivo","Bizkaia"
16.666666,1,"Hombre",42,0,1,"espanola",0,0,"indefinido","Bizkaia"
18.181818,1,"Mujer",39,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",57,0,0,"extranjero",0,0,"inactivo","Bizkaia"
0,0,"Hombre",52,1,0,"extranjero",1,0,"inactivo","Bizkaia"
0,0,"Mujer",63,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",64,0,1,"espanola",0,0,"inactivo","Bizkaia"
2.7272727,1,"Mujer",57,0,1,"espanola",0,0,"autonomo","Bizkaia"
3.030303,1,"Hombre",37,0,0,"espanola",0,0,"autonomo","Bizkaia"
7.9545455,1,"Hombre",51,0,0,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",49,0,0,"espanola",0,0,"autonomo","Bizkaia"
5.1041665,1,"Mujer",51,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",30,1,1,"UE",1,0,"inactivo","Bizkaia"
17.897728,1,"Hombre",53,0,1,"espanola",0,0,"indefinido","Bizkaia"
4.5454545,1,"Mujer",54,0,1,"espanola",0,0,"temporal","Bizkaia"
0,0,"Hombre",59,0,0,"espanola",0,1,"inactivo","Bizkaia"
0,0,"Hombre",63,0,0,"espanola",1,0,"inactivo","Bizkaia"
11.931818,1,"Hombre",39,0,1,"espanola",0,0,"indefinido","Bizkaia"
8.636364,1,"Mujer",35,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",61,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Mujer",56,0,0,"espanola",0,0,"inactivo","Bizkaia"
6.818182,1,"Hombre",40,0,1,"espanola",0,0,"temporal","Bizkaia"
0,0,"Mujer",41,1,1,"espanola",1,0,"inactivo","Bizkaia"
15.151515,1,"Hombre",42,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",28,0,1,"espanola",1,0,"inactivo","Bizkaia"
9.517045,1,"Hombre",36,0,0,"espanola",0,0,"indefinido","Bizkaia"
8.049243,1,"Hombre",28,0,0,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",63,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",62,0,0,"espanola",0,0,"inactivo","Bizkaia"
6.818182,1,"Mujer",50,0,1,"espanola",0,0,"indefinido","Bizkaia"
5.1136365,1,"Hombre",22,0,0,"espanola",0,0,"temporal","Bizkaia"
5.2545457,1,"Mujer",26,0,0,"espanola",0,0,"temporal","Bizkaia"
14.204545,1,"Mujer",30,0,0,"espanola",0,0,"temporal","Bizkaia"
14.67803,1,"Hombre",44,0,1,"espanola",0,0,"indefinido","Bizkaia"
7.9545455,1,"Mujer",36,0,1,"espanola",0,0,"indefinido","Bizkaia"
13.257576,1,"Hombre",36,0,1,"espanola",0,0,"indefinido","Bizkaia"
6.628788,1,"Mujer",36,0,1,"espanola",0,0,"indefinido","Bizkaia"
7.2916665,1,"Mujer",55,0,1,"espanola",0,0,"temporal","Bizkaia"
0,0,"Mujer",21,0,0,"espanola",0,0,"inactivo","Bizkaia"
9.943182,1,"Hombre",42,0,0,"espanola",0,0,"indefinido","Bizkaia"
3.030303,1,"Mujer",62,0,0,"UE",0,0,"temporal","Bizkaia"
0,0,"Hombre",64,0,0,"espanola",0,0,"inactivo","Bizkaia"
7.9545455,1,"Mujer",60,0,0,"espanola",0,0,"indefinido","Bizkaia"
14.520204,1,"Mujer",61,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",22,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",63,0,1,"espanola",0,0,"inactivo","Bizkaia"
4.6875,1,"Mujer",63,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",37,1,0,"espanola",1,0,"inactivo","Bizkaia"
6.25,1,"Hombre",35,0,0,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",24,0,0,"extranjero",0,0,"inactivo","Bizkaia"
0,0,"Mujer",64,0,0,"espanola",0,0,"inactivo","Bizkaia"
9.280303,1,"Mujer",61,0,1,"espanola",0,0,"indefinido","Bizkaia"
15.151515,1,"Hombre",60,0,1,"espanola",0,0,"indefinido","Bizkaia"
9.545455,1,"Hombre",29,0,0,"espanola",0,0,"temporal","Bizkaia"
0,0,"Mujer",35,0,1,"espanola",0,0,"autonomo","Bizkaia"
16.57197,1,"Hombre",34,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",64,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",58,0,1,"espanola",0,0,"autonomo","Bizkaia"
0,0,"Mujer",58,0,1,"espanola",0,0,"inactivo","Bizkaia"
6.818182,1,"Mujer",28,0,0,"espanola",0,0,"temporal","Bizkaia"
8.522727,1,"Hombre",26,0,0,"espanola",0,0,"temporal","Bizkaia"
9.848485,1,"Mujer",50,0,1,"espanola",0,0,"indefinido","Bizkaia"
23.200758,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",20,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",61,0,1,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Mujer",62,0,1,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",28,0,0,"espanola",0,0,"inactivo","Bizkaia"
19.936205,1,"Hombre",60,0,1,"espanola",0,0,"indefinido","Bizkaia"
18.839712,1,"Mujer",58,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",29,1,0,"espanola",1,0,"inactivo","Bizkaia"
0,0,"Mujer",25,1,0,"extranjero",1,0,"inactivo","Bizkaia"
16.57197,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Bizkaia"
9.848485,1,"Mujer",48,1,1,"espanola",0,0,"autonomo","Bizkaia"
0,0,"Mujer",17,0,0,"espanola",0,0,"inactivo","Bizkaia"
13.257576,1,"Hombre",52,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",49,0,1,"espanola",0,0,"inactivo","Bizkaia"
14.583333,1,"Mujer",57,0,1,"espanola",0,0,"indefinido","Bizkaia"
6.818182,1,"Hombre",59,0,1,"espanola",0,0,"autonomo","Bizkaia"
15.476191,1,"Mujer",24,0,0,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",57,1,0,"extranjero",1,0,"inactivo","Bizkaia"
8.522727,1,"Hombre",40,0,0,"extranjero",0,0,"indefinido","Bizkaia"
0,0,"Mujer",61,0,1,"espanola",0,0,"inactivo","Bizkaia"
8.522727,1,"Hombre",40,0,0,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",60,1,0,"espanola",1,0,"inactivo","Bizkaia"
6.628788,1,"Hombre",59,0,0,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",62,0,1,"espanola",0,0,"inactivo","Bizkaia"
15.151515,1,"Mujer",39,0,0,"espanola",0,0,"temporal","Bizkaia"
0,0,"Mujer",51,1,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Mujer",64,0,0,"espanola",0,0,"inactivo","Bizkaia"
17.58658,1,"Hombre",57,0,1,"espanola",0,0,"indefinido","Bizkaia"
22.727272,1,"Mujer",57,0,1,"espanola",0,0,"autonomo","Bizkaia"
0,0,"Hombre",26,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",24,0,0,"espanola",0,0,"temporal","Bizkaia"
0,0,"Hombre",20,0,0,"espanola",0,0,"inactivo","Bizkaia"
15.246212,1,"Hombre",43,0,1,"espanola",0,0,"indefinido","Bizkaia"
1.8181818,1,"Mujer",38,0,1,"espanola",0,0,"indefinido","Bizkaia"
7.9545455,1,"Hombre",59,0,1,"espanola",0,0,"autonomo","Bizkaia"
10.60606,1,"Mujer",48,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",61,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Mujer",59,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",64,0,1,"espanola",0,0,"inactivo","Bizkaia"
12.121212,1,"Mujer",60,0,1,"espanola",0,0,"indefinido","Bizkaia"
7.8125,1,"Mujer",39,0,0,"espanola",0,0,"indefinido","Bizkaia"
11.363636,1,"Hombre",37,0,1,"espanola",0,0,"indefinido","Bizkaia"
5.681818,1,"Mujer",34,0,1,"espanola",0,0,"temporal","Bizkaia"
10.60606,1,"Mujer",41,0,1,"espanola",0,0,"indefinido","Bizkaia"
7.1770334,1,"Hombre",43,0,1,"espanola",0,0,"temporal","Bizkaia"
11.26894,1,"Hombre",36,0,1,"espanola",0,0,"indefinido","Bizkaia"
4.2112298,1,"Mujer",35,0,1,"espanola",0,0,"indefinido","Bizkaia"
10.60606,1,"Hombre",42,0,1,"espanola",0,0,"indefinido","Bizkaia"
15.909091,1,"Mujer",39,0,1,"espanola",0,0,"indefinido","Bizkaia"
10.466508,1,"Hombre",40,0,1,"espanola",0,0,"indefinido","Bizkaia"
7.9545455,1,"Mujer",40,0,1,"espanola",0,0,"indefinido","Bizkaia"
8.617424,1,"Hombre",38,0,1,"espanola",0,0,"indefinido","Bizkaia"
12.5,1,"Mujer",38,0,1,"espanola",0,0,"indefinido","Bizkaia"
9.375,1,"Hombre",44,0,1,"UE",0,0,"indefinido","Bizkaia"
0,0,"Mujer",41,0,1,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Mujer",17,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",16,0,0,"espanola",0,0,"inactivo","Bizkaia"
12.373737,1,"Hombre",58,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",58,0,1,"espanola",0,0,"inactivo","Bizkaia"
9.469696,1,"Mujer",24,1,0,"espanola",0,0,"temporal","Bizkaia"
0,0,"Hombre",22,0,0,"espanola",0,0,"inactivo","Bizkaia"
11.363636,1,"Hombre",37,0,0,"espanola",0,0,"temporal","Bizkaia"
0,0,"Mujer",38,1,0,"espanola",0,0,"autonomo","Bizkaia"
13.888889,1,"Hombre",47,0,0,"espanola",0,0,"indefinido","Bizkaia"
11.784512,1,"Mujer",46,0,0,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",51,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",50,0,1,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",17,0,0,"espanola",0,0,"inactivo","Bizkaia"
7.9545455,1,"Mujer",48,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",21,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",17,0,0,"espanola",0,0,"inactivo","Bizkaia"
11.363636,1,"Hombre",47,0,1,"espanola",0,0,"autonomo","Bizkaia"
13.257576,1,"Mujer",45,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",16,0,0,"espanola",0,0,"inactivo","Bizkaia"
14.204545,1,"Hombre",42,0,0,"espanola",0,0,"autonomo","Bizkaia"
17.234848,1,"Hombre",45,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",46,0,1,"espanola",0,0,"inactivo","Bizkaia"
36.458332,1,"Hombre",37,0,1,"espanola",0,0,"autonomo","Bizkaia"
79.071968,1,"Mujer",36,0,1,"espanola",0,0,"indefinido","Bizkaia"
7.2916665,1,"Mujer",47,0,1,"espanola",0,0,"indefinido","Bizkaia"
7.2916665,1,"Hombre",46,0,1,"espanola",0,0,"indefinido","Bizkaia"
28.40909,1,"Hombre",47,0,1,"espanola",0,0,"autonomo","Bizkaia"
14.204545,1,"Mujer",46,0,1,"espanola",0,0,"autonomo","Bizkaia"
17.045454,1,"Hombre",50,0,1,"espanola",0,0,"autonomo","Bizkaia"
28.40909,1,"Mujer",50,0,1,"espanola",0,0,"indefinido","Bizkaia"
14.204545,1,"Mujer",40,0,1,"UE",0,0,"autonomo","Bizkaia"
0,0,"Hombre",43,1,1,"espanola",1,0,"inactivo","Bizkaia"
13.257576,1,"Hombre",53,0,1,"espanola",0,0,"indefinido","Bizkaia"
13.020834,1,"Hombre",27,0,0,"espanola",0,0,"obra","Bizkaia"
9.280303,1,"Mujer",30,0,0,"espanola",0,0,"indefinido","Bizkaia"
7.9545455,1,"Mujer",54,0,0,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",57,1,0,"espanola",1,0,"inactivo","Bizkaia"
0,0,"Mujer",55,1,0,"espanola",1,0,"inactivo","Bizkaia"
0,0,"Hombre",57,0,0,"espanola",0,0,"inactivo","Bizkaia"
14.441288,1,"Hombre",37,0,1,"espanola",0,0,"indefinido","Bizkaia"
6.3920455,1,"Mujer",35,0,1,"espanola",0,0,"indefinido","Bizkaia"
6.818182,1,"Mujer",27,0,0,"espanola",0,0,"temporal","Bizkaia"
0,0,"Hombre",64,0,0,"espanola",0,0,"inactivo","Bizkaia"
2.1645021,1,"Mujer",47,0,0,"espanola",0,0,"autonomo","Bizkaia"
7.9545455,1,"Hombre",57,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",56,0,1,"espanola",0,0,"inactivo","Bizkaia"
9.943182,1,"Hombre",33,0,0,"espanola",0,0,"temporal","Bizkaia"
8.522727,1,"Mujer",26,0,0,"espanola",0,0,"temporal","Bizkaia"
0,0,"Mujer",43,0,1,"espanola",1,0,"inactivo","Bizkaia"
9.090909,1,"Mujer",47,0,0,"espanola",0,0,"temporal","Bizkaia"
0,0,"Mujer",53,1,0,"espanola",1,0,"inactivo","Bizkaia"
0,0,"Hombre",61,0,0,"espanola",0,0,"inactivo","Bizkaia"
6.628788,1,"Mujer",26,0,0,"espanola",0,0,"indefinido","Bizkaia"
6.25,1,"Hombre",52,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",48,0,1,"espanola",1,0,"inactivo","Bizkaia"
0,0,"Mujer",28,1,0,"espanola",1,0,"inactivo","Bizkaia"
0,0,"Mujer",20,1,0,"espanola",1,0,"inactivo","Bizkaia"
125.94697,1,"Mujer",52,0,0,"espanola",0,0,"indefinido","Bizkaia"
1.3368984,1,"Mujer",50,0,0,"espanola",0,0,"autonomo","Bizkaia"
0,0,"Hombre",22,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",60,1,1,"espanola",1,0,"inactivo","Bizkaia"
8.491477,1,"Mujer",55,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",34,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",54,0,1,"espanola",1,0,"inactivo","Bizkaia"
5.3030305,1,"Mujer",53,0,1,"espanola",0,0,"autonomo","Bizkaia"
0,0,"Hombre",19,0,0,"espanola",0,0,"inactivo","Bizkaia"
9.943182,1,"Hombre",36,0,0,"espanola",0,0,"indefinido","Bizkaia"
9.943182,1,"Mujer",53,0,0,"espanola",0,0,"indefinido","Bizkaia"
8.522727,1,"Hombre",53,0,1,"espanola",0,0,"autonomo","Bizkaia"
7.9545455,1,"Mujer",48,0,1,"espanola",0,0,"indefinido","Bizkaia"
7.9545455,1,"Mujer",50,1,0,"espanola",1,0,"inactivo","Bizkaia"
4.119318,1,"Mujer",41,1,1,"espanola",0,0,"indefinido","Bizkaia"
11.904762,1,"Hombre",39,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",58,1,0,"espanola",1,0,"inactivo","Bizkaia"
5.681818,1,"Mujer",43,0,0,"espanola",0,0,"indefinido","Bizkaia"
9.185606,1,"Hombre",41,0,1,"espanola",0,0,"indefinido","Bizkaia"
7.9545455,1,"Mujer",39,0,1,"espanola",0,0,"indefinido","Bizkaia"
13.257576,1,"Hombre",38,0,1,"espanola",0,0,"indefinido","Bizkaia"
11.363637,1,"Mujer",38,0,1,"espanola",0,0,"indefinido","Bizkaia"
13.257576,1,"Mujer",42,0,1,"espanola",0,0,"indefinido","Bizkaia"
14.39394,1,"Hombre",50,0,0,"espanola",0,0,"indefinido","Bizkaia"
10.795454,1,"Hombre",41,0,1,"espanola",0,0,"indefinido","Bizkaia"
24.42185,1,"Mujer",32,0,1,"espanola",0,0,"indefinido","Bizkaia"
2.4829545,1,"Mujer",62,0,0,"espanola",0,0,"autonomo","Bizkaia"
11.363636,1,"Hombre",41,0,1,"espanola",0,0,"indefinido","Bizkaia"
6.628788,1,"Mujer",35,0,1,"espanola",0,0,"indefinido","Bizkaia"
13.446969,1,"Hombre",35,0,0,"espanola",0,0,"indefinido","Bizkaia"
11.060606,1,"Mujer",41,0,0,"espanola",0,0,"temporal","Bizkaia"
0,0,"Hombre",50,1,1,"espanola",1,0,"inactivo","Bizkaia"
0,0,"Mujer",44,0,1,"espanola",0,0,"inactivo","Bizkaia"
17.045454,1,"Hombre",46,0,0,"espanola",0,0,"indefinido","Bizkaia"
6.7234845,1,"Mujer",38,0,0,"espanola",0,0,"temporal","Bizkaia"
6.818182,1,"Hombre",33,0,0,"espanola",0,0,"temporal","Bizkaia"
5.1136365,1,"Mujer",30,0,0,"espanola",0,0,"temporal","Bizkaia"
0,0,"Hombre",63,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Mujer",63,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Mujer",63,0,1,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",26,0,0,"espanola",0,0,"inactivo","Bizkaia"
13.636363,1,"Hombre",50,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",45,1,1,"espanola",1,0,"inactivo","Bizkaia"
8.049243,1,"Hombre",47,0,0,"extranjero",0,0,"temporal","Bizkaia"
0,0,"Mujer",37,0,0,"extranjero",0,0,"inactivo","Bizkaia"
0,0,"Mujer",52,0,0,"espanola",0,0,"inactivo","Bizkaia"
6.628788,1,"Mujer",42,0,0,"espanola",0,1,"temporal","Bizkaia"
0,0,"Hombre",40,1,0,"espanola",1,1,"inactivo","Bizkaia"
0,0,"Mujer",59,1,1,"espanola",1,1,"inactivo","Bizkaia"
0,0,"Mujer",24,0,0,"espanola",0,1,"inactivo","Bizkaia"
11.079546,1,"Hombre",53,0,0,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",37,1,0,"extranjero",1,0,"inactivo","Bizkaia"
10.60606,1,"Mujer",62,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",23,0,0,"espanola",0,0,"inactivo","Bizkaia"
0,0,"Hombre",51,0,1,"espanola",0,0,"autonomo","Bizkaia"
0,0,"Mujer",47,0,1,"espanola",0,0,"inactivo","Bizkaia"
14.935064,1,"Hombre",59,0,1,"espanola",0,0,"indefinido","Bizkaia"
4.5454545,1,"Mujer",56,0,1,"espanola",0,0,"indefinido","Bizkaia"
3.8961039,1,"Hombre",30,0,0,"espanola",0,0,"indefinido","Bizkaia"
3.409091,1,"Mujer",29,0,0,"espanola",0,0,"indefinido","Bizkaia"
6.7234845,1,"Hombre",30,0,0,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",52,0,1,"espanola",0,0,"autonomo","Bizkaia"
7.0707068,1,"Mujer",51,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",22,0,0,"espanola",0,0,"inactivo","Bizkaia"
4.5454545,1,"Mujer",39,0,0,"espanola",0,0,"temporal","Bizkaia"
8.14394,1,"Mujer",46,0,1,"espanola",0,0,"indefinido","Bizkaia"
20.170454,1,"Hombre",52,0,1,"espanola",0,0,"indefinido","Bizkaia"
9.943182,1,"Hombre",50,0,1,"espanola",0,0,"indefinido","Bizkaia"
9.848485,1,"Mujer",43,0,1,"espanola",0,0,"indefinido","Bizkaia"
6.060606,1,"Mujer",54,0,0,"espanola",0,0,"indefinido","Bizkaia"
9.375,1,"Mujer",46,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",45,0,1,"espanola",0,0,"autonomo","Bizkaia"
11.26894,1,"Hombre",43,0,1,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Mujer",42,0,1,"espanola",0,0,"inactivo","Bizkaia"
13.920454,1,"Hombre",55,0,0,"espanola",0,0,"indefinido","Bizkaia"
0,0,"Hombre",32,0,0,"UE",0,0,"autonomo","Bizkaia"
